"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0062023","CC","GO:0062023","collagen-containing extracellular matrix","35/206","399/18678",1.24924046330908e-21,2.76082142391308e-19,2.40643162932171e-19,"9510/9507/11096/54829/633/151887/8483/1191/1303/1277/1282/1295/115908/1805/2006/2152/2200/2254/2335/9518/2719/3490/3912/4053/4060/4653/5054/6422/6423/64094/8406/7052/7057/7076/1462",35
"GO:0031012","CC","GO:0031012","extracellular matrix","36/206","468/18678",2.5342930955865e-20,2.80039387062308e-18,2.44092440259121e-18,"9510/9507/11096/54829/633/151887/8483/1191/1303/1277/1282/1295/115908/1805/2006/2152/2200/2254/2335/9518/2719/3490/3912/4053/4060/4653/5054/6422/6423/64094/8406/7980/7052/7057/7076/1462",36
"GO:0005201","MF","GO:0005201","extracellular matrix structural constituent","20/205","158/16969",4.41680698639389e-15,1.43546227057802e-12,1.21345960363032e-12,"54829/633/8483/1303/1277/1282/1295/115908/1805/2006/2200/2335/3490/3912/4053/4060/8406/7980/7057/1462",20
"GO:0030198","BP","GO:0030198","extracellular matrix organization","27/214","334/17913",4.22964097160714e-15,1.36659699792627e-11,9.49220479101729e-12,"9507/11096/2683/633/151887/1303/1277/1282/1295/1513/1545/2006/2200/2335/3036/3037/3791/3912/4060/10266/5054/6423/64094/7057/7076/7412/1462",27
"GO:0043062","BP","GO:0043062","extracellular structure organization","28/214","387/17913",2.09810786433819e-14,3.38949325483835e-11,2.35429787724686e-11,"9507/11096/2683/633/151887/1303/1277/1282/1295/1513/1545/2006/2200/2335/3036/3037/3791/3912/4060/5320/10266/5054/6423/64094/7057/7076/7412/1462",28
"GO:0005539","MF","GO:0005539","glycosaminoglycan binding","19/205","199/16969",3.77624220628314e-12,6.1363935852101e-10,5.18736429389421e-10,"9510/11096/633/151887/2200/2252/2254/2335/4053/56925/8829/26577/5228/84870/6422/64094/7057/7130/1462",19
"GO:0008201","MF","GO:0008201","heparin binding","16/205","148/16969",3.08211879880426e-11,3.33896203203795e-09,2.82257195258916e-09,"9510/11096/151887/2200/2252/2254/2335/4053/56925/8829/26577/5228/84870/6422/64094/7057",16
"GO:0050673","BP","GO:0050673","epithelial cell proliferation","26/214","425/17913",8.83094792604383e-12,9.5109309163492e-09,6.60616876432472e-09,"2683/1295/54206/2152/2252/2254/2719/3037/3280/3082/3202/3397/3398/3479/3487/3488/3791/3912/4609/3164/8829/116039/6422/6423/7057/677",26
"GO:0005788","CC","GO:0005788","endoplasmic reticulum lumen","19/206","306/18678",1.37922642777569e-09,1.01603013512809e-07,8.8560854836123e-08,"11096/91851/1191/1303/1277/1282/1295/2200/2335/2719/3487/3488/3490/3912/11098/5743/7057/7076/1462",19
"GO:1901681","MF","GO:1901681","sulfur compound binding","17/205","221/16969",1.5761928104419e-09,1.28065665848405e-07,1.08259558822457e-07,"9510/11096/151887/2200/2252/2254/2335/10468/4053/56925/8829/26577/5228/84870/6422/64094/7057",17
"GO:1901342","BP","GO:1901342","regulation of vasculature development","24/214","425/17913",3.03737187825693e-10,1.69350425491876e-07,1.17628600286266e-07,"51129/694/3576/1545/2152/2254/3082/3202/3397/3791/9314/4223/8829/10769/5743/10266/5054/6422/6423/64094/6648/7057/55273/51330",24
"GO:0031589","BP","GO:0031589","cell-substrate adhesion","21/214","322/17913",3.12537206607645e-10,1.69350425491876e-07,1.17628600286266e-07,"347/151887/1277/1295/11170/2335/3037/3397/3791/3912/22998/4653/4739/8829/5328/5054/6422/64094/7057/51330/7412",21
"GO:0010810","BP","GO:0010810","regulation of cell-substrate adhesion","17/214","201/17913",3.14485469808498e-10,1.69350425491876e-07,1.17628600286266e-07,"347/151887/1277/1295/11170/2335/3037/3791/22998/4653/4739/8829/5328/5054/6422/64094/7057",17
"GO:1904018","BP","GO:1904018","positive regulation of vasculature development","18/214","232/17913",3.81687821703676e-10,1.76176193132083e-07,1.22369689604848e-07,"51129/694/3576/1545/2152/3082/3791/9314/8829/10769/5743/10266/5054/6423/64094/6648/7057/55273",18
"GO:0007178","BP","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","20/214","323/17913",2.07647551089576e-09,8.38636546963023e-07,5.82506024898651e-07,"54829/25805/91851/8483/10370/27122/2200/2254/10468/9518/2719/3280/94031/3397/4053/6422/6423/6424/7057/55273",20
"GO:0048660","BP","GO:0048660","regulation of smooth muscle cell proliferation","15/214","172/17913",2.35371918678646e-09,8.44985188056339e-07,5.86915708330846e-07,"9510/347/10203/2006/2254/3398/3479/3488/9314/57447/5743/6648/7052/7057/10221",15
"GO:0048659","BP","GO:0048659","smooth muscle cell proliferation","15/214","174/17913",2.76175175460759e-09,8.74626397593235e-07,6.07504106490993e-07,"9510/347/10203/2006/2254/3398/3479/3488/9314/57447/5743/6648/7052/7057/10221",15
"GO:0045766","BP","GO:0045766","positive regulation of angiogenesis","16/214","203/17913",2.97768194785688e-09,8.74626397593235e-07,6.07504106490993e-07,"51129/694/3576/1545/2152/3082/3791/9314/8829/10769/5743/10266/5054/6423/64094/7057",16
"GO:0050678","BP","GO:0050678","regulation of epithelial cell proliferation","21/214","369/17913",3.64631113459845e-09,9.81769272990632e-07,6.81924152540692e-07,"2683/54206/2152/2252/2254/2719/3037/3280/3202/3397/3479/3791/3912/4609/3164/8829/116039/6422/6423/7057/677",21
